"","Pokemon","PokedexEntry"
"1689","Dewgong","DEWGONG loves to snooze on bitterly cold ice. The sight of this POKéMON sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago."
"1690","Dewgong","Its body is covered with a pure white fur. The colder the weather, the more active it becomes."
"1691","Dewgong","It stores thermal energy in the body. It swims at a steady eight knots even in intensely cold waters."
"1692","Dewgong","It loves to snooze on bitterly cold ice. The sight of this POKéMON sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago."
"1693","Dewgong","In snow, the pure white coat covering its body obscures it from predators."
"1694","Dewgong","Its streamlined body has low resistance, and it swims around cold oceans at a speed of eight knots."
"1695","Dewgong","Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago."
"1696","Dewgong","It swims through the ocean at a speed of eight knots, searching for Pokémon that will become its prey. It’s especially fond of Wishiwashi."
"1697","Dewgong","It sunbathes on the beach after meals. The rise in its body temperature helps its digestion."
"1698","Dewgong","Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters."
"1699","Grimer","Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories."
"1700","Grimer","Made of hardened sludge. It smells too putrid to touch. Even weeds won’t grow in its path."
"1701","Grimer","As it moves, it loses bits of its body from which new GRIMER emerge. This worsens the stench around it."
"1702","Grimer","Wherever GRIMER has passed, so many germs are left behind that no plants will ever grow again."
"1703","Grimer","When two of these POKéMON’s bodies are combined together, new poisons are created."
"1704","Grimer","GRIMER’s sludgy and rubbery body can be forced through any opening, however small it may be. This POKéMON enters sewer pipes to drink filthy wastewater."
"1705","Grimer","GRIMER emerged from the sludge that settled on a polluted seabed. This POKéMON loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body."
"1706","Grimer","Sludge exposed to X rays from the moon transformed into GRIMER. It loves feeding on filthy things."
"1707","Grimer","Appears in filthy areas. It thrives by sucking up polluted sludge that is pumped out of factories."
"1708","Grimer","Born from polluted sludge in the sea, GRIMER’s favorite food is anything filthy. They feed on wastewater pumped out from factories."
"1709","Grimer","It was born when sludge in a dirty stream was exposed to the moon’s X-rays. It appears among filth."
"1710","Grimer","As it moves, it loses bits of its body, from which new GRIMER emerge. This worsens the stench around it."
"1711","Grimer","Born from sludge, these Pokémon now gather in polluted places and increase the bacteria in their bodies."
"1712","Grimer","Sludge exposed to X-rays from the moon transformed into Grimer. It loves feeding on filthy things."
"1713","Grimer","Grimer’s sludgy and rubbery body can be forced through any opening, however small it may be. This Pokémon enters sewer pipes to drink filthy wastewater."
"1714","Grimer","Grimer emerged from the sludge that settled on a polluted seabed. This Pokémon loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body."
"1715","Grimer","Its main source of food is the slimy industrial waste of factories. This Pokémon’s numbers have been decreasing in recent years."
"1716","Grimer","It was born from sludge transformed by exposure to X-rays from the moon. When its internal load of germs decreases, it dies."
"1717","Grimer","It was born from sludge on the ocean floor. In a sterile environment, the germs within its body can’t multiply, and it dies."
"1718","Grimer","The wastewater coming from factories is clean these days, so Grimer have nothing to eat. They’re said to be on the verge of extinction."
"1719","Grimer","Made of congealed sludge. It smells too putrid to touch. Even weeds won’t grow in its path."
"1720","Grimer","When two of these Pokémon’s bodies are combined together, new poisons are created."
"1721","Grimer","A Grimer, which had been brought in to solve a problem with garbage, developed over time into this form."
"1722","Grimer","The crystals on Grimer’s body are lumps of toxins. If one falls off, lethal poisons leak out."
"1723","Grimer","There are a hundred or so of them living in Alola’s waste-disposal site. They’re all hard workers who eat a lot of trash."
"1724","Grimer","Brought to Alola to solve the garbage problem, Grimer seems to relish any and all kinds of trash."
"1725","Grimer","It has a passion for trash above all else, speedily digesting it and creating brilliant crystals of sparkling poison."
"1726","Muk","Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison."
"1727","Muk","Smells so awful, it can cause fainting. Through degeneration, it lost its sense of smell."
"1728","Muk","They love to gather in smelly areas where sludge accumulates, making the stench around them worse."
"1729","Muk","Its body is made of a powerful poison. Touching it accidentally will cause a fever that requires bed rest."
"1730","Muk","As it moves, a very strong poison leaks from it, making the ground there barren for three years."
"1731","Muk","From MUK’s body seeps a foul fluid that gives off a nose-bendingly horrible stench. Just one drop of this POKéMON’s body fluid can turn a pool stagnant and rancid."
"1732","Muk","This POKéMON’s favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, MUK are certain to gather."
"1733","Muk","It is usually undetectable because it blends in with the ground. Touching it can cause terrible poisoning."
"1734","Muk","It prefers warm and humid habitats. In the summertime, the toxic substances in its body intensify, making MUK reek like putrid kitchen garbage."
"1735","Muk","A toxic fluid seeps from its body. The fluid instantly kills plants and trees on contact."
"1736","Muk","It’s so stinky! Muk’s body contains toxic elements, and any plant will wilt when it passes by."
"1737","Muk","From Muk’s body seeps a foul fluid that gives off a nose-bendingly horrible stench. Just one drop of this Pokémon’s body fluid can turn a pool stagnant and rancid."
"1738","Muk","This Pokémon’s favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, Muk are certain to gather."
"1739","Muk","The stench it gives off will make your nose scrunch up. Still, there are Muk fans who think that’s a good thing."
"1740","Muk","After recent environmental improvements, this Pokémon is now hardly seen at all. People speculate that it may go extinct at some point."
"1741","Muk","Their food sources have decreased, and their numbers have declined sharply. Sludge ponds are being built to prevent their extinction."
"1742","Muk","Because they scatter germs everywhere, they’ve long been targeted for extermination, leading to a steep decline in their population."
"1743","Muk","Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell."
"1744","Muk","A toxic fluid seeps from its body. The fluid kills plants and trees immediately upon contact."
